parent_label,label,video_path,include_50,archive
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_9177.MP4,True,Days_and_Time_2of3.zip
People,66. Brother,People/66. Brother/MVI_3929.MOV,True,People_2of5.zip
Pronouns,40. I,Pronouns/40. I/MVI_0064.MOV,True,Pronouns_1of2.zip
Adjectives,91. new,Adjectives/91. new/MVI_5150.MOV,True,Adjectives_6of8.zip
Adjectives,91. new,Adjectives/91. new/MVI_9501.MOV,True,Adjectives_6of8.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3197.MOV,True,Means_of_Transportation_2of2.zip
Society,2. Death,Society/2. Death/MVI_4801.MOV,True,Society_1of3.zip
Society,2. Death,Society/2. Death/MVI_4256.MOV,True,Society_1of3.zip
Animals,1. Dog,Animals/1. Dog/MVI_3087.MOV,True,Animals_1of2.zip
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4004.MOV,True,Clothes_2of2.zip
Adjectives,79. short,Adjectives/79. short/MVI_9462.MOV,True,Adjectives_4of8.zip
Electronics,53. Fan,Electronics/53. Fan/MVI_5388.MOV,True,Electronics_1of2.zip
Home,34. Pen,Home/34. Pen/MVI_4906.MOV,True,Home_2of4.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_5156.MOV,True,Clothes_1of2.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_0091.MOV,True,Greetings_1of2.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_5155.MOV,True,Clothes_1of2.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_9915.MOV,True,Greetings_1of2.zip
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9951.MOV,True,Greetings_2of2.zip
People,77. Boy,People/77. Boy/MVI_5287.MOV,True,People_4of5.zip
Society,2. Death,Society/2. Death/MVI_4800.MOV,True,Society_1of3.zip
Electronics,53. Fan,Electronics/53. Fan/MVI_5387.MOV,True,Electronics_1of2.zip
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9905.MOV,True,Pronouns_2of2.zip
Places,23. Court,Places/23. Court/MVI_3611.MOV,True,Places_2of4.zip
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3634.MOV,True,Places_3of4.zip
Animals,1. Dog,Animals/1. Dog/MVI_2980.MOV,True,Animals_1of2.zip
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_3852.MOV,True,Clothes_2of2.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_4193.MOV,True,Means_of_Transportation_2of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_0015.MOV,True,Pronouns_1of2.zip
Jobs,91. Priest,Jobs/91. Priest/MVI_4772.MOV,True,Jobs_1of2.zip
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_9969.MOV,True,Greetings_1of2.zip
Pronouns,44. it,Pronouns/44. it/MVI_0026.MOV,True,Pronouns_1of2.zip
Seasons,64. Fall,Seasons/64. Fall/MVI_9132.MP4,True,Seasons_1of1.zip
Home,40. Paint,Home/40. Paint/MVI_8817.MP4,True,Home_3of4.zip
People,66. Brother,People/66. Brother/MVI_4077.MOV,True,People_2of5.zip
Clothes,37. Hat,Clothes/37. Hat/MVI_3984.MOV,True,Clothes_1of2.zip
Colours,54. Black,Colours/54. Black/MVI_3742.MOV,True,Colours_2of2.zip
Adjectives,84. small little,Adjectives/84. small little/MVI_9397.MOV,True,Adjectives_5of8.zip
Adjectives,1. loud,Adjectives/1. loud/MVI_5259.MOV,True,Adjectives_1of8.zip
Greetings,48. Hello,Greetings/48. Hello/MVI_9982.MOV,True,Greetings_1of2.zip
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5077.MOV,True,Days_and_Time_3of3.zip
People,66. Brother,People/66. Brother/MVI_3779.MOV,True,People_2of5.zip
Adjectives,87. hot,Adjectives/87. hot/MVI_9329.MOV,True,Adjectives_6of8.zip
People,61. Father,People/61. Father/MVI_5080.MOV,True,People_1of5.zip
Adjectives,79. short,Adjectives/79. short/MVI_9222.MOV,True,Adjectives_4of8.zip
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3163.MOV,True,Means_of_Transportation_2of2.zip
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3176.MOV,True,Means_of_Transportation_1of2.zip
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9372.MOV,True,Adjectives_1of8.zip
Home,34. Pen,Home/34. Pen/MVI_8793.MP4,True,Home_2of4.zip
Colours,54. Black,Colours/54. Black/MVI_4041.MOV,True,Colours_2of2.zip
Days_and_Time,78. Year,Days_and_Time/78. Year/MVI_5049.MOV,True,Days_and_Time_2of3.zip
