sequence_path,class_id,folder_label,type
data\include50\augmented_train\MVI_9954_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_9954_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_9954_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\Colours\47. Red\MVI_3868.npy,22,47. Red,original
data\include50\augmented_train\MVI_3868_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_3868_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_3868_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9880.npy,16,40. I,original
data\include50\augmented_train\MVI_9880_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9880_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9880_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_9991.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_9991_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_9991_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_9991_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\People\77. Boy\MVI_8644.npy,36,77. Boy,original
data\include50\augmented_train\MVI_8644_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_8644_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_8644_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3664.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3664_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3664_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3664_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_9373.npy,7,2. quiet,original
data\include50\augmented_train\MVI_9373_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_9373_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_9373_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9359.npy,49,97. dry,original
data\include50\augmented_train\MVI_9359_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9359_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9359_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Places\35. Bank\MVI_3502.npy,13,35. Bank,original
data\include50\augmented_train\MVI_3502_aug1.npy,13,35. Bank,augmented_1
data\include50\augmented_train\MVI_3502_aug2.npy,13,35. Bank,augmented_2
data\include50\augmented_train\MVI_3502_aug3.npy,13,35. Bank,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_0111.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_0111_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_0111_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_0111_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Places\23. Court\MVI_3452.npy,8,23. Court,original
data\include50\augmented_train\MVI_3452_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3452_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3452_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3632.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3632_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3632_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3632_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_9523.npy,49,97. dry,original
data\include50\augmented_train\MVI_9523_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_9523_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_9523_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\Society\2. Death\MVI_4256.npy,6,2. Death,original
data\include50\augmented_train\MVI_4256_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_4256_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_4256_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Animals\5. Cow\MVI_4158.npy,24,5. Cow,original
data\include50\augmented_train\MVI_4158_aug1.npy,24,5. Cow,augmented_1
data\include50\augmented_train\MVI_4158_aug2.npy,24,5. Cow,augmented_2
data\include50\augmented_train\MVI_4158_aug3.npy,24,5. Cow,augmented_3
data\include50\sequences\Colours\55. White\MVI_3892.npy,30,55. White,original
data\include50\augmented_train\MVI_3892_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3892_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3892_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Adjectives\3. happy\MVI_5265.npy,11,3. happy,original
data\include50\augmented_train\MVI_5265_aug1.npy,11,3. happy,augmented_1
data\include50\augmented_train\MVI_5265_aug2.npy,11,3. happy,augmented_2
data\include50\augmented_train\MVI_5265_aug3.npy,11,3. happy,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_3856.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_3856_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_3856_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_3856_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3004.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3004_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3004_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3004_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_5283.npy,41,83. big large,original
data\include50\augmented_train\MVI_5283_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_5283_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_5283_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\People\61. Father\MVI_8626.npy,31,61. Father,original
data\include50\augmented_train\MVI_8626_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_8626_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_8626_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3003.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3003_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3003_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3003_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_5286.npy,43,84. small little,original
data\include50\augmented_train\MVI_5286_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_5286_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_5286_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\People\78. Girl\MVI_8645.npy,37,78. Girl,original
data\include50\augmented_train\MVI_8645_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_8645_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_8645_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Home\40. Paint\MVI_4928.npy,17,40. Paint,original
data\include50\augmented_train\MVI_4928_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_4928_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_4928_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Seasons\61. Summer\MVI_9124.npy,32,61. Summer,original
data\include50\augmented_train\MVI_9124_aug1.npy,32,61. Summer,augmented_1
data\include50\augmented_train\MVI_9124_aug2.npy,32,61. Summer,augmented_2
data\include50\augmented_train\MVI_9124_aug3.npy,32,61. Summer,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_9538.npy,7,2. quiet,original
data\include50\augmented_train\MVI_9538_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_9538_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_9538_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Adjectives\79. short\MVI_5112.npy,40,79. short,original
data\include50\augmented_train\MVI_5112_aug1.npy,40,79. short,augmented_1
data\include50\augmented_train\MVI_5112_aug2.npy,40,79. short,augmented_2
data\include50\augmented_train\MVI_5112_aug3.npy,40,79. short,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_8561.npy,0,1. Dog,original
data\include50\augmented_train\MVI_8561_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_8561_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_8561_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_5137.npy,45,87. hot,original
data\include50\augmented_train\MVI_5137_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_5137_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_5137_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_0008.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_0008_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_0008_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_0008_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_0039.npy,23,48. Hello,original
data\include50\augmented_train\MVI_0039_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_0039_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_0039_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_0099.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_0099_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_0099_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_0099_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Clothes\42. T-Shirt\MVI_3706.npy,18,42. T-Shirt,original
data\include50\augmented_train\MVI_3706_aug1.npy,18,42. T-Shirt,augmented_1
data\include50\augmented_train\MVI_3706_aug2.npy,18,42. T-Shirt,augmented_2
data\include50\augmented_train\MVI_3706_aug3.npy,18,42. T-Shirt,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9881.npy,16,40. I,original
data\include50\augmented_train\MVI_9881_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9881_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9881_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Home\40. Paint\MVI_4927.npy,17,40. Paint,original
data\include50\augmented_train\MVI_4927_aug1.npy,17,40. Paint,augmented_1
data\include50\augmented_train\MVI_4927_aug2.npy,17,40. Paint,augmented_2
data\include50\augmented_train\MVI_4927_aug3.npy,17,40. Paint,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_9247.npy,45,87. hot,original
data\include50\augmented_train\MVI_9247_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_9247_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_9247_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\People\78. Girl\MVI_4985.npy,37,78. Girl,original
data\include50\augmented_train\MVI_4985_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_4985_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_4985_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_0047.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_0047_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_0047_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_0047_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_9394.npy,41,83. big large,original
data\include50\augmented_train\MVI_9394_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_9394_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9394_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Electronics\54. Cell phone\MVI_9102.npy,28,54. Cell phone,original
data\include50\augmented_train\MVI_9102_aug1.npy,28,54. Cell phone,augmented_1
data\include50\augmented_train\MVI_9102_aug2.npy,28,54. Cell phone,augmented_2
data\include50\augmented_train\MVI_9102_aug3.npy,28,54. Cell phone,augmented_3
data\include50\sequences\Seasons\64. Fall\MVI_9134.npy,33,64. Fall,original
data\include50\augmented_train\MVI_9134_aug1.npy,33,64. Fall,augmented_1
data\include50\augmented_train\MVI_9134_aug2.npy,33,64. Fall,augmented_2
data\include50\augmented_train\MVI_9134_aug3.npy,33,64. Fall,augmented_3
data\include50\sequences\People\61. Father\MVI_3912.npy,31,61. Father,original
data\include50\augmented_train\MVI_3912_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_3912_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_3912_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3309.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3309_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3309_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3309_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Adjectives\2. quiet\MVI_9371.npy,7,2. quiet,original
data\include50\augmented_train\MVI_9371_aug1.npy,7,2. quiet,augmented_1
data\include50\augmented_train\MVI_9371_aug2.npy,7,2. quiet,augmented_2
data\include50\augmented_train\MVI_9371_aug3.npy,7,2. quiet,augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_0037.npy,23,48. Hello,original
data\include50\augmented_train\MVI_0037_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_0037_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_0037_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_0015.npy,20,44. it,original
data\include50\augmented_train\MVI_0015_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_0015_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_0015_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Society\2. Death\MVI_8931.npy,6,2. Death,original
data\include50\augmented_train\MVI_8931_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_8931_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_8931_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\People\61. Father\MVI_5081.npy,31,61. Father,original
data\include50\augmented_train\MVI_5081_aug1.npy,31,61. Father,augmented_1
data\include50\augmented_train\MVI_5081_aug2.npy,31,61. Father,augmented_2
data\include50\augmented_train\MVI_5081_aug3.npy,31,61. Father,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3059.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3059_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3059_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3059_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Greetings\51. Good Morning\MVI_0043.npy,25,51. Good Morning,original
data\include50\augmented_train\MVI_0043_aug1.npy,25,51. Good Morning,augmented_1
data\include50\augmented_train\MVI_0043_aug2.npy,25,51. Good Morning,augmented_2
data\include50\augmented_train\MVI_0043_aug3.npy,25,51. Good Morning,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_5206.npy,43,84. small little,original
data\include50\augmented_train\MVI_5206_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_5206_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_5206_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Society\2. Death\MVI_8662.npy,6,2. Death,original
data\include50\augmented_train\MVI_8662_aug1.npy,6,2. Death,augmented_1
data\include50\augmented_train\MVI_8662_aug2.npy,6,2. Death,augmented_2
data\include50\augmented_train\MVI_8662_aug3.npy,6,2. Death,augmented_3
data\include50\sequences\Jobs\84. Teacher\MVI_4460.npy,42,84. Teacher,original
data\include50\augmented_train\MVI_4460_aug1.npy,42,84. Teacher,augmented_1
data\include50\augmented_train\MVI_4460_aug2.npy,42,84. Teacher,augmented_2
data\include50\augmented_train\MVI_4460_aug3.npy,42,84. Teacher,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_5154.npy,14,37. Hat,original
data\include50\augmented_train\MVI_5154_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_5154_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_5154_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_9477.npy,41,83. big large,original
data\include50\augmented_train\MVI_9477_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_9477_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9477_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_5127.npy,43,84. small little,original
data\include50\augmented_train\MVI_5127_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_5127_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_5127_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_5217.npy,45,87. hot,original
data\include50\augmented_train\MVI_5217_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_5217_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_5217_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Adjectives\87. hot\MVI_5138.npy,45,87. hot,original
data\include50\augmented_train\MVI_5138_aug1.npy,45,87. hot,augmented_1
data\include50\augmented_train\MVI_5138_aug2.npy,45,87. hot,augmented_2
data\include50\augmented_train\MVI_5138_aug3.npy,45,87. hot,augmented_3
data\include50\sequences\Colours\47. Red\MVI_3721.npy,22,47. Red,original
data\include50\augmented_train\MVI_3721_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_3721_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_3721_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Clothes\37. Hat\MVI_3986.npy,14,37. Hat,original
data\include50\augmented_train\MVI_3986_aug1.npy,14,37. Hat,augmented_1
data\include50\augmented_train\MVI_3986_aug2.npy,14,37. Hat,augmented_2
data\include50\augmented_train\MVI_3986_aug3.npy,14,37. Hat,augmented_3
data\include50\sequences\Places\28. Store or Shop\MVI_3307.npy,9,28. Store or Shop,original
data\include50\augmented_train\MVI_3307_aug1.npy,9,28. Store or Shop,augmented_1
data\include50\augmented_train\MVI_3307_aug2.npy,9,28. Store or Shop,augmented_2
data\include50\augmented_train\MVI_3307_aug3.npy,9,28. Store or Shop,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_3030.npy,0,1. Dog,original
data\include50\augmented_train\MVI_3030_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_3030_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_3030_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\Colours\54. Black\MVI_5058.npy,27,54. Black,original
data\include50\augmented_train\MVI_5058_aug1.npy,27,54. Black,augmented_1
data\include50\augmented_train\MVI_5058_aug2.npy,27,54. Black,augmented_2
data\include50\augmented_train\MVI_5058_aug3.npy,27,54. Black,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_5388.npy,26,53. Fan,original
data\include50\augmented_train\MVI_5388_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_5388_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_5388_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Pronouns\40. I\MVI_9878.npy,16,40. I,original
data\include50\augmented_train\MVI_9878_aug1.npy,16,40. I,augmented_1
data\include50\augmented_train\MVI_9878_aug2.npy,16,40. I,augmented_2
data\include50\augmented_train\MVI_9878_aug3.npy,16,40. I,augmented_3
data\include50\sequences\Colours\55. White\MVI_5209.npy,30,55. White,original
data\include50\augmented_train\MVI_5209_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_5209_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_5209_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Colours\47. Red\MVI_8612.npy,22,47. Red,original
data\include50\augmented_train\MVI_8612_aug1.npy,22,47. Red,augmented_1
data\include50\augmented_train\MVI_8612_aug2.npy,22,47. Red,augmented_2
data\include50\augmented_train\MVI_8612_aug3.npy,22,47. Red,augmented_3
data\include50\sequences\Electronics\53. Fan\MVI_4964.npy,26,53. Fan,original
data\include50\augmented_train\MVI_4964_aug1.npy,26,53. Fan,augmented_1
data\include50\augmented_train\MVI_4964_aug2.npy,26,53. Fan,augmented_2
data\include50\augmented_train\MVI_4964_aug3.npy,26,53. Fan,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_9975.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_9975_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_9975_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9975_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Colours\55. White\MVI_3890.npy,30,55. White,original
data\include50\augmented_train\MVI_3890_aug1.npy,30,55. White,augmented_1
data\include50\augmented_train\MVI_3890_aug2.npy,30,55. White,augmented_2
data\include50\augmented_train\MVI_3890_aug3.npy,30,55. White,augmented_3
data\include50\sequences\Adjectives\1. loud\MVI_5337.npy,1,1. loud,original
data\include50\augmented_train\MVI_5337_aug1.npy,1,1. loud,augmented_1
data\include50\augmented_train\MVI_5337_aug2.npy,1,1. loud,augmented_2
data\include50\augmented_train\MVI_5337_aug3.npy,1,1. loud,augmented_3
data\include50\sequences\Greetings\48. Hello\MVI_9914.npy,23,48. Hello,original
data\include50\augmented_train\MVI_9914_aug1.npy,23,48. Hello,augmented_1
data\include50\augmented_train\MVI_9914_aug2.npy,23,48. Hello,augmented_2
data\include50\augmented_train\MVI_9914_aug3.npy,23,48. Hello,augmented_3
data\include50\sequences\People\78. Girl\MVI_5288.npy,37,78. Girl,original
data\include50\augmented_train\MVI_5288_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_5288_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_5288_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Adjectives\94. good\MVI_5239.npy,48,94. good,original
data\include50\augmented_train\MVI_5239_aug1.npy,48,94. good,augmented_1
data\include50\augmented_train\MVI_5239_aug2.npy,48,94. good,augmented_2
data\include50\augmented_train\MVI_5239_aug3.npy,48,94. good,augmented_3
data\include50\sequences\Clothes\44. Shoes\MVI_3858.npy,19,44. Shoes,original
data\include50\augmented_train\MVI_3858_aug1.npy,19,44. Shoes,augmented_1
data\include50\augmented_train\MVI_3858_aug2.npy,19,44. Shoes,augmented_2
data\include50\augmented_train\MVI_3858_aug3.npy,19,44. Shoes,augmented_3
data\include50\sequences\Greetings\55. Thank you\MVI_9949.npy,29,55. Thank you,original
data\include50\augmented_train\MVI_9949_aug1.npy,29,55. Thank you,augmented_1
data\include50\augmented_train\MVI_9949_aug2.npy,29,55. Thank you,augmented_2
data\include50\augmented_train\MVI_9949_aug3.npy,29,55. Thank you,augmented_3
data\include50\sequences\Adjectives\78. long\MVI_5186.npy,39,78. long,original
data\include50\augmented_train\MVI_5186_aug1.npy,39,78. long,augmented_1
data\include50\augmented_train\MVI_5186_aug2.npy,39,78. long,augmented_2
data\include50\augmented_train\MVI_5186_aug3.npy,39,78. long,augmented_3
data\include50\sequences\Adjectives\84. small little\MVI_9398.npy,43,84. small little,original
data\include50\augmented_train\MVI_9398_aug1.npy,43,84. small little,augmented_1
data\include50\augmented_train\MVI_9398_aug2.npy,43,84. small little,augmented_2
data\include50\augmented_train\MVI_9398_aug3.npy,43,84. small little,augmented_3
data\include50\sequences\Pronouns\44. it\MVI_9970.npy,20,44. it,original
data\include50\augmented_train\MVI_9970_aug1.npy,20,44. it,augmented_1
data\include50\augmented_train\MVI_9970_aug2.npy,20,44. it,augmented_2
data\include50\augmented_train\MVI_9970_aug3.npy,20,44. it,augmented_3
data\include50\sequences\Animals\1. Dog\MVI_4147.npy,0,1. Dog,original
data\include50\augmented_train\MVI_4147_aug1.npy,0,1. Dog,augmented_1
data\include50\augmented_train\MVI_4147_aug2.npy,0,1. Dog,augmented_2
data\include50\augmented_train\MVI_4147_aug3.npy,0,1. Dog,augmented_3
data\include50\sequences\People\77. Boy\MVI_3964.npy,36,77. Boy,original
data\include50\augmented_train\MVI_3964_aug1.npy,36,77. Boy,augmented_1
data\include50\augmented_train\MVI_3964_aug2.npy,36,77. Boy,augmented_2
data\include50\augmented_train\MVI_3964_aug3.npy,36,77. Boy,augmented_3
data\include50\sequences\Adjectives\83. big large\MVI_9476.npy,41,83. big large,original
data\include50\augmented_train\MVI_9476_aug1.npy,41,83. big large,augmented_1
data\include50\augmented_train\MVI_9476_aug2.npy,41,83. big large,augmented_2
data\include50\augmented_train\MVI_9476_aug3.npy,41,83. big large,augmented_3
data\include50\sequences\Adjectives\97. dry\MVI_5326.npy,49,97. dry,original
data\include50\augmented_train\MVI_5326_aug1.npy,49,97. dry,augmented_1
data\include50\augmented_train\MVI_5326_aug2.npy,49,97. dry,augmented_2
data\include50\augmented_train\MVI_5326_aug3.npy,49,97. dry,augmented_3
data\include50\sequences\People\78. Girl\MVI_3817.npy,37,78. Girl,original
data\include50\augmented_train\MVI_3817_aug1.npy,37,78. Girl,augmented_1
data\include50\augmented_train\MVI_3817_aug2.npy,37,78. Girl,augmented_2
data\include50\augmented_train\MVI_3817_aug3.npy,37,78. Girl,augmented_3
data\include50\sequences\Days_and_Time\86. Time\MVI_9204.npy,44,86. Time,original
data\include50\augmented_train\MVI_9204_aug1.npy,44,86. Time,augmented_1
data\include50\augmented_train\MVI_9204_aug2.npy,44,86. Time,augmented_2
data\include50\augmented_train\MVI_9204_aug3.npy,44,86. Time,augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_0030.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_0030_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_0030_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_0030_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Pronouns\46. you (plural)\MVI_9947.npy,21,46. you (plural),original
data\include50\augmented_train\MVI_9947_aug1.npy,21,46. you (plural),augmented_1
data\include50\augmented_train\MVI_9947_aug2.npy,21,46. you (plural),augmented_2
data\include50\augmented_train\MVI_9947_aug3.npy,21,46. you (plural),augmented_3
data\include50\sequences\Places\23. Court\MVI_3285.npy,8,23. Court,original
data\include50\augmented_train\MVI_3285_aug1.npy,8,23. Court,augmented_1
data\include50\augmented_train\MVI_3285_aug2.npy,8,23. Court,augmented_2
data\include50\augmented_train\MVI_3285_aug3.npy,8,23. Court,augmented_3
data\include50\sequences\Means_of_Transportation\11. Car\MVI_4176.npy,2,11. Car,original
data\include50\augmented_train\MVI_4176_aug1.npy,2,11. Car,augmented_1
data\include50\augmented_train\MVI_4176_aug2.npy,2,11. Car,augmented_2
data\include50\augmented_train\MVI_4176_aug3.npy,2,11. Car,augmented_3
