video_path,sequence_path,folder_label,class_id,archive
Animals/4. Bird/MVI_8567.MP4,data/include50/sequences/Animals/4. Bird/MVI_8567.npy,4. Bird,15,Animals_1of2.zip
Home/34. Pen/MVI_8795.MP4,data/include50/sequences/Home/34. Pen/MVI_8795.npy,34. Pen,12,Home_2of4.zip
Places/35. Bank/MVI_3500.MOV,data/include50/sequences/Places/35. Bank/MVI_3500.npy,35. Bank,13,Places_4of4.zip
Adjectives/91. new/MVI_5309.MOV,data/include50/sequences/Adjectives/91. new/MVI_5309.npy,91. new,47,Adjectives_6of8.zip
Animals/5. Cow/MVI_8569.MP4,data/include50/sequences/Animals/5. Cow/MVI_8569.npy,5. Cow,24,Animals_1of2.zip
People/66. Brother/MVI_3780.MOV,data/include50/sequences/People/66. Brother/MVI_3780.npy,66. Brother,34,People_2of5.zip
People/78. Girl/MVI_5135.MOV,data/include50/sequences/People/78. Girl/MVI_5135.npy,78. Girl,37,People_4of5.zip
Places/19. House/MVI_3595.MOV,data/include50/sequences/Places/19. House/MVI_3595.npy,19. House,5,Places_1of4.zip
Clothes/42. T-Shirt/MVI_3705.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_3705.npy,42. T-Shirt,18,Clothes_2of2.zip
Colours/47. Red/MVI_3867.MOV,data/include50/sequences/Colours/47. Red/MVI_3867.npy,47. Red,22,Colours_1of2.zip
Days_and_Time/67. Monday/MVI_5010.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_5010.npy,67. Monday,35,Days_and_Time_1of3.zip
People/66. Brother/MVI_8631.MP4,data/include50/sequences/People/66. Brother/MVI_8631.npy,66. Brother,34,People_2of5.zip
People/61. Father/MVI_4940.MOV,data/include50/sequences/People/61. Father/MVI_4940.npy,61. Father,31,People_1of5.zip
Society/14. Election/MVI_4839.MOV,data/include50/sequences/Society/14. Election/MVI_4839.npy,14. Election,3,Society_2of3.zip
Places/23. Court/MVI_3365.MOV,data/include50/sequences/Places/23. Court/MVI_3365.npy,23. Court,8,Places_2of4.zip
Jobs/84. Teacher/MVI_8865.MP4,data/include50/sequences/Jobs/84. Teacher/MVI_8865.npy,84. Teacher,42,Jobs_1of2.zip
Adjectives/83. big large/MVI_9234.MOV,data/include50/sequences/Adjectives/83. big large/MVI_9234.npy,83. big large,41,Adjectives_5of8.zip
People/66. Brother/MVI_4957.MOV,data/include50/sequences/People/66. Brother/MVI_4957.npy,66. Brother,34,People_2of5.zip
Clothes/42. T-Shirt/MVI_3852.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_3852.npy,42. T-Shirt,18,Clothes_2of2.zip
Adjectives/91. new/MVI_9500.MOV,data/include50/sequences/Adjectives/91. new/MVI_9500.npy,91. new,47,Adjectives_6of8.zip
People/61. Father/MVI_4941.MOV,data/include50/sequences/People/61. Father/MVI_4941.npy,61. Father,31,People_1of5.zip
Clothes/37. Hat/MVI_3837.MOV,data/include50/sequences/Clothes/37. Hat/MVI_3837.npy,37. Hat,14,Clothes_1of2.zip
Adjectives/1. loud/MVI_9370.MOV,data/include50/sequences/Adjectives/1. loud/MVI_9370.npy,1. loud,1,Adjectives_1of8.zip
Adjectives/3. happy/MVI_9297.MOV,data/include50/sequences/Adjectives/3. happy/MVI_9297.npy,3. happy,11,Adjectives_1of8.zip
Greetings/55. Thank you/MVI_0058.MOV,data/include50/sequences/Greetings/55. Thank you/MVI_0058.npy,55. Thank you,29,Greetings_2of2.zip
Greetings/51. Good Morning/MVI_9970.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9970.npy,51. Good Morning,25,Greetings_1of2.zip
People/66. Brother/MVI_5097.MOV,data/include50/sequences/People/66. Brother/MVI_5097.npy,66. Brother,34,People_2of5.zip
Animals/4. Bird/MVI_3038.MOV,data/include50/sequences/Animals/4. Bird/MVI_3038.npy,4. Bird,15,Animals_1of2.zip
Adjectives/3. happy/MVI_5343.MOV,data/include50/sequences/Adjectives/3. happy/MVI_5343.npy,3. happy,11,Adjectives_1of8.zip
Colours/47. Red/MVI_4897.MOV,data/include50/sequences/Colours/47. Red/MVI_4897.npy,47. Red,22,Colours_1of2.zip
Places/23. Court/MVI_3370.MOV,data/include50/sequences/Places/23. Court/MVI_3370.npy,23. Court,8,Places_2of4.zip
Places/28. Store or Shop/MVI_3554.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3554.npy,28. Store or Shop,9,Places_3of4.zip
Pronouns/40. I/MVI_9920.MOV,data/include50/sequences/Pronouns/40. I/MVI_9920.npy,40. I,16,Pronouns_1of2.zip
Colours/54. Black/MVI_3887.MOV,data/include50/sequences/Colours/54. Black/MVI_3887.npy,54. Black,27,Colours_2of2.zip
Adjectives/78. long/MVI_5188.MOV,data/include50/sequences/Adjectives/78. long/MVI_5188.npy,78. long,39,Adjectives_4of8.zip
Places/23. Court/MVI_3286.MOV,data/include50/sequences/Places/23. Court/MVI_3286.npy,23. Court,8,Places_2of4.zip
Animals/4. Bird/MVI_2989.MOV,data/include50/sequences/Animals/4. Bird/MVI_2989.npy,4. Bird,15,Animals_1of2.zip
Adjectives/97. dry/MVI_9521.MOV,data/include50/sequences/Adjectives/97. dry/MVI_9521.npy,97. dry,49,Adjectives_8of8.zip
Greetings/51. Good Morning/MVI_9934.MOV,data/include50/sequences/Greetings/51. Good Morning/MVI_9934.npy,51. Good Morning,25,Greetings_1of2.zip
Days_and_Time/67. Monday/MVI_5447.MOV,data/include50/sequences/Days_and_Time/67. Monday/MVI_5447.npy,67. Monday,35,Days_and_Time_1of3.zip
Days_and_Time/86. Time/MVI_5077.MOV,data/include50/sequences/Days_and_Time/86. Time/MVI_5077.npy,86. Time,44,Days_and_Time_3of3.zip
Animals/1. Dog/MVI_3002.MOV,data/include50/sequences/Animals/1. Dog/MVI_3002.npy,1. Dog,0,Animals_1of2.zip
Electronics/53. Fan/MVI_9098.MP4,data/include50/sequences/Electronics/53. Fan/MVI_9098.npy,53. Fan,26,Electronics_1of2.zip
Means_of_Transportation/11. Car/MVI_3145.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_3145.npy,11. Car,2,Means_of_Transportation_1of2.zip
Pronouns/46. you (plural)/MVI_9905.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_9905.npy,46. you (plural),21,Pronouns_2of2.zip
Animals/4. Bird/MVI_2987.MOV,data/include50/sequences/Animals/4. Bird/MVI_2987.npy,4. Bird,15,Animals_1of2.zip
Home/40. Paint/MVI_4413.MOV,data/include50/sequences/Home/40. Paint/MVI_4413.npy,40. Paint,17,Home_3of4.zip
Means_of_Transportation/11. Car/MVI_3147.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_3147.npy,11. Car,2,Means_of_Transportation_1of2.zip
Clothes/37. Hat/MVI_4865.MOV,data/include50/sequences/Clothes/37. Hat/MVI_4865.npy,37. Hat,14,Clothes_1of2.zip
Adjectives/1. loud/MVI_9450.MOV,data/include50/sequences/Adjectives/1. loud/MVI_9450.npy,1. loud,1,Adjectives_1of8.zip
Adjectives/78. long/MVI_9460.MOV,data/include50/sequences/Adjectives/78. long/MVI_9460.npy,78. long,39,Adjectives_4of8.zip
Animals/5. Cow/MVI_3097.MOV,data/include50/sequences/Animals/5. Cow/MVI_3097.npy,5. Cow,24,Animals_1of2.zip
People/77. Boy/MVI_4983.MOV,data/include50/sequences/People/77. Boy/MVI_4983.npy,77. Boy,36,People_4of5.zip
Adjectives/91. new/MVI_9261.MOV,data/include50/sequences/Adjectives/91. new/MVI_9261.npy,91. new,47,Adjectives_6of8.zip
Adjectives/97. dry/MVI_5168.MOV,data/include50/sequences/Adjectives/97. dry/MVI_5168.npy,97. dry,49,Adjectives_8of8.zip
Colours/47. Red/MVI_3720.MOV,data/include50/sequences/Colours/47. Red/MVI_3720.npy,47. Red,22,Colours_1of2.zip
Animals/1. Dog/MVI_3060.MOV,data/include50/sequences/Animals/1. Dog/MVI_3060.npy,1. Dog,0,Animals_1of2.zip
Electronics/54. Cell phone/MVI_4537.MOV,data/include50/sequences/Electronics/54. Cell phone/MVI_4537.npy,54. Cell phone,28,Electronics_1of2.zip
Adjectives/2. quiet/MVI_9537.MOV,data/include50/sequences/Adjectives/2. quiet/MVI_9537.npy,2. quiet,7,Adjectives_1of8.zip
Adjectives/87. hot/MVI_9249.MOV,data/include50/sequences/Adjectives/87. hot/MVI_9249.npy,87. hot,45,Adjectives_6of8.zip
Places/28. Store or Shop/MVI_3635.MOV,data/include50/sequences/Places/28. Store or Shop/MVI_3635.npy,28. Store or Shop,9,Places_3of4.zip
Home/28. Window/MVI_4883.MOV,data/include50/sequences/Home/28. Window/MVI_4883.npy,28. Window,10,Home_1of4.zip
Means_of_Transportation/11. Car/MVI_3209.MOV,data/include50/sequences/Means_of_Transportation/11. Car/MVI_3209.npy,11. Car,2,Means_of_Transportation_1of2.zip
Greetings/48. Hello/MVI_0032.MOV,data/include50/sequences/Greetings/48. Hello/MVI_0032.npy,48. Hello,23,Greetings_1of2.zip
Jobs/84. Teacher/MVI_5310.MOV,data/include50/sequences/Jobs/84. Teacher/MVI_5310.npy,84. Teacher,42,Jobs_1of2.zip
Colours/47. Red/MVI_3866.MOV,data/include50/sequences/Colours/47. Red/MVI_3866.npy,47. Red,22,Colours_1of2.zip
Pronouns/46. you (plural)/MVI_0083.MOV,data/include50/sequences/Pronouns/46. you (plural)/MVI_0083.npy,46. you (plural),21,Pronouns_2of2.zip
People/61. Father/MVI_3909.MOV,data/include50/sequences/People/61. Father/MVI_3909.npy,61. Father,31,People_1of5.zip
Clothes/42. T-Shirt/MVI_5169.MOV,data/include50/sequences/Clothes/42. T-Shirt/MVI_5169.npy,42. T-Shirt,18,Clothes_2of2.zip
